case_id,base_id,source_id,family,severity,pixel_auroc,iou_at_clean_pixel_q95,positive_map_inside_outside_ratio,mask_fraction
psp_006766_1850_red-0101_missing_patch_0.3,psp_006766_1850_red-0101,psp_006766_1850,missing_patch,0.3,0.7805474828296847,0.03932584269662921,3.061568260192871,0.03228759765625
psp_006766_1850_red-0101_missing_patch_0.5,psp_006766_1850_red-0101,psp_006766_1850,missing_patch,0.5,0.8579477310180664,0.17801556420233464,5.263626575469971,0.0625
psp_006766_1850_red-0101_local_blur_0.15,psp_006766_1850_red-0101,psp_006766_1850,local_blur,0.15,0.8782703782703782,0.0597667638483965,3.9549245834350586,0.08355712890625
psp_006766_1850_red-0101_local_blur_0.3,psp_006766_1850_red-0101,psp_006766_1850,local_blur,0.3,0.8994110000608367,0.048569886670264434,4.4518280029296875,0.11285400390625
psp_006766_1850_red-0101_local_blur_0.5,psp_006766_1850_red-0101,psp_006766_1850,local_blur,0.5,0.903805045654227,0.04529750479846449,4.65679407119751,0.15875244140625
psp_006766_1850_red-0101_patch_duplication_0.15,psp_006766_1850_red-0101,psp_006766_1850,patch_duplication,0.15,0.34089236789279515,0.0,0.4594546854496002,0.015625
psp_006766_1850_red-0101_patch_duplication_0.3,psp_006766_1850_red-0101,psp_006766_1850,patch_duplication,0.3,0.4653786471085135,0.0,0.8303271532058716,0.03228759765625
psp_006766_1850_red-0101_patch_duplication_0.5,psp_006766_1850_red-0101,psp_006766_1850,patch_duplication,0.5,0.4427099863688151,0.0,0.6939545273780823,0.0625
psp_006766_1850_red-0101_foreign_content_0.15,psp_006766_1850_red-0101,psp_006766_1850,foreign_content,0.15,0.8299303811693949,0.0,2.4991962909698486,0.015625
psp_006766_1850_red-0101_foreign_content_0.3,psp_006766_1850_red-0101,psp_006766_1850,foreign_content,0.3,0.7782646252456841,0.0,2.0007729530334473,0.03228759765625
