variant,dimension,value,auroc,auprc,precision,recall,f1,fpr,tpr,tp,fp,tn,fn,median_anomaly_score,paired_anomaly_gt_clean,paired_n,n,threshold
equal_four_mean,family,dead lines/pixels,0.9614664713541666,0.9771586726706799,0.8737864077669902,0.9375,0.9045226130653266,0.203125,0.9375,180,26,102,12,3.2096298243952406,1.0,192,320,0.9571491354436967
equal_four_mean,family,foreign/synthetic contamination,1.0,1.0,0.7868852459016393,1.0,0.8807339449541284,0.203125,1.0,96,26,102,0,4.864971068824526,1.0,96,224,0.9571491354436967
equal_four_mean,family,missing crop,0.895751953125,0.8639480562976477,0.7570093457943925,0.84375,0.7980295566502462,0.203125,0.84375,81,26,102,15,1.5803226573326121,0.9895833333333334,96,224,0.9571491354436967
equal_four_mean,family,patch duplication,0.64501953125,0.5713524081846127,0.5666666666666667,0.3541666666666667,0.4358974358974359,0.203125,0.3541666666666667,34,26,102,62,0.6305210671851613,0.7604166666666666,96,224,0.9571491354436967
equal_four_mean,family,stripes,0.9982096354166666,0.998799257418024,0.8807339449541285,1.0,0.9365853658536586,0.203125,1.0,192,26,102,0,2.6030895357473947,1.0,192,320,0.9571491354436967
equal_four_mean,severity,0.2,0.8484774502840909,0.9440084565800059,0.9078014184397163,0.7272727272727273,0.807570977917981,0.203125,0.7272727272727273,256,26,102,96,1.9556021658371396,0.9261363636363636,352,480,0.9571491354436967
equal_four_mean,severity,0.5,0.8919788707386364,0.9607403113297004,0.9161290322580645,0.8068181818181818,0.8580060422960725,0.203125,0.8068181818181818,284,26,102,68,2.3944885160680087,0.9545454545454546,352,480,0.9571491354436967
equal_four_mean,severity,0.8,0.9151500355113636,0.9705235749989719,0.92,0.8494318181818182,0.8833087149187593,0.203125,0.8494318181818182,299,26,102,53,2.5397597857055576,0.9659090909090909,352,480,0.9571491354436967
equal_four_max,family,block corruption,0.7662353515625,0.8330972909727299,0.7936507936507936,0.5208333333333334,0.6289308176100629,0.203125,0.5208333333333334,100,26,102,92,3.1940537378438663,0.84375,192,320,3.046258417221116
equal_four_max,family,blur/noise,0.8089192708333334,0.783994586521363,0.6666666666666666,0.5416666666666666,0.5977011494252873,0.203125,0.5416666666666666,52,26,102,44,3.206271509593382,0.9270833333333334,96,224,3.046258417221116
equal_four_max,family,clipping,0.9322102864583334,0.9342552023694313,0.7614678899082569,0.8645833333333334,0.8097560975609757,0.203125,0.8645833333333334,83,26,102,13,5.8162062914696735,0.96875,96,224,3.046258417221116
equal_four_max,family,dead lines/pixels,0.9847005208333334,0.9908545503738925,0.8773584905660378,0.96875,0.9207920792079208,0.203125,0.96875,186,26,102,6,7.9365200241168505,1.0,192,320,3.046258417221116
equal_four_max,family,foreign/synthetic contamination,1.0,1.0,0.7868852459016393,1.0,0.8807339449541284,0.203125,1.0,96,26,102,0,14.943029334321734,1.0,96,224,3.046258417221116
equal_four_max,family,missing crop,0.8994954427083334,0.8693088336241406,0.7425742574257426,0.78125,0.7614213197969543,0.203125,0.78125,75,26,102,21,3.854126453289834,1.0,96,224,3.046258417221116
equal_four_max,family,patch duplication,0.6465657552083334,0.5852159799033577,0.5185185185185185,0.2916666666666667,0.37333333333333335,0.203125,0.2916666666666667,28,26,102,68,2.362987014017377,0.6875,96,224,3.046258417221116
equal_four_max,family,stripes,0.9496663411458334,0.957203178772775,0.8779342723004695,0.9739583333333334,0.9234567901234567,0.203125,0.9739583333333334,187,26,102,5,4.061620554802031,1.0,192,320,3.046258417221116
equal_four_max,severity,0.2,0.8544256036931818,0.9446259179520439,0.9074733096085409,0.7244318181818182,0.8056872037914692,0.203125,0.7244318181818182,255,26,102,97,3.9363079772753347,0.9176136363636364,352,480,3.046258417221116
equal_four_max,severity,0.5,0.8808815696022727,0.9543550748363047,0.9097222222222222,0.7443181818181818,0.81875,0.203125,0.7443181818181818,262,26,102,90,4.137908503930667,0.9375,352,480,3.046258417221116
equal_four_max,severity,0.8,0.906982421875,0.9666439007324948,0.9177215189873418,0.8238636363636364,0.8682634730538923,0.203125,0.8238636363636364,290,26,102,62,5.050796681933704,0.9460227272727273,352,480,3.046258417221116
